Trade,Year,Principal_trading_partners,VALUE,iso
Balances,1997,Australia,14.0,AUS
Balances,1997,Belgium,32.0,BEL
Balances,1997,Brazil,265.0,BRA
Balances,1997,China,135.0,CHN
Balances,1997,European Union excluding the United Kingdom,-234.0,GBR
Balances,1997,France,-224.0,FRA
Balances,1997,Germany,301.0,DEU
Balances,1997,Hong Kong,-139.0,HKG
Balances,1997,India,45.0,IND
Balances,1997,Indonesia,110.0,IDN
Balances,1997,Italy,-105.0,ITA
Balances,1997,Japan,382.0,JPN
Balances,1997,Mexico,-403.0,MEX
Balances,1997,Netherlands,-144.0,NLD
Balances,1997,Norway,-256.0,NOR
Balances,1997,Other European Union countries not elsewhere classified,-81.0,Other European Union countries not elsewhere classified
Balances,1997,Other countries not elsewhere classified,557.0,Other countries not elsewhere classified
Balances,1997,Russian Federation,-38.0,RUS
Balances,1997,Saudi Arabia,23.0,SAU
Balances,1997,Singapore,-91.0,SGP
Balances,1997,South Korea,321.0,South Korea
Balances,1997,Spain,-15.0,ESP
Balances,1997,Switzerland,-11.0,CHE
Balances,1997,Taiwan,350.0,TWN
Balances,1997,Total of all countries,-7699.0,Total of all countries
Balances,1997,Turkey,3.0,TUR
Balances,1997,United Kingdom,-1195.0,GBR
Balances,1997,United States,-7533.0,USA
Balances,1998,Australia,30.0,AUS
Balances,1998,Belgium,3.0,BEL
Balances,1998,Brazil,250.0,BRA
Balances,1998,China,139.0,CHN
Balances,1998,European Union excluding the United Kingdom,-170.0,GBR
Balances,1998,France,-205.0,FRA
Balances,1998,Germany,374.0,DEU
Balances,1998,Hong Kong,66.0,HKG
Balances,1998,India,15.0,IND
Balances,1998,Indonesia,151.0,IDN
Balances,1998,Italy,-72.0,ITA
Balances,1998,Japan,208.0,JPN
Balances,1998,Mexico,-357.0,MEX
Balances,1998,Netherlands,-168.0,NLD
Balances,1998,Norway,-152.0,NOR
Balances,1998,Other European Union countries not elsewhere classified,-54.0,Other European Union countries not elsewhere classified
Balances,1998,Other countries not elsewhere classified,930.0,Other countries not elsewhere classified
Balances,1998,Russian Federation,-93.0,RUS
Balances,1998,Saudi Arabia,-15.0,SAU
Balances,1998,Singapore,-219.0,SGP
Balances,1998,South Korea,304.0,South Korea
Balances,1998,Spain,-47.0,ESP
Balances,1998,Switzerland,-6.0,CHE
Balances,1998,Taiwan,263.0,TWN
Balances,1998,Total of all countries,-4899.0,Total of all countries
Balances,1998,Turkey,11.0,TUR
Balances,1998,United Kingdom,-954.0,GBR
Balances,1998,United States,-5302.0,USA
Balances,1999,Australia,51.0,AUS
Balances,1999,Belgium,35.0,BEL
Balances,1999,Brazil,191.0,BRA
Balances,1999,China,257.0,CHN
Balances,1999,European Union excluding the United Kingdom,47.0,GBR
Balances,1999,France,-135.0,FRA
Balances,1999,Germany,422.0,DEU
Balances,1999,Hong Kong,-146.0,HKG
Balances,1999,India,77.0,IND
Balances,1999,Indonesia,126.0,IDN
Balances,1999,Italy,-252.0,ITA
Balances,1999,Japan,-346.0,JPN
Balances,1999,Mexico,-326.0,MEX
Balances,1999,Netherlands,-105.0,NLD
Balances,1999,Norway,-195.0,NOR
Balances,1999,Other European Union countries not elsewhere classified,108.0,Other European Union countries not elsewhere classified
Balances,1999,Other countries not elsewhere classified,835.0,Other countries not elsewhere classified
Balances,1999,Russian Federation,-65.0,RUS
Balances,1999,Saudi Arabia,-31.0,SAU
Balances,1999,Singapore,-299.0,SGP
Balances,1999,South Korea,371.0,South Korea
Balances,1999,Spain,-25.0,ESP
Balances,1999,Switzerland,-113.0,CHE
Balances,1999,Taiwan,304.0,TWN
Balances,1999,Total of all countries,-5158.0,Total of all countries
Balances,1999,Turkey,-5.0,TUR
Balances,1999,United Kingdom,-788.0,GBR
Balances,1999,United States,-5100.0,USA
Balances,2000,Australia,252.0,AUS
Balances,2000,Belgium,9.0,BEL
Balances,2000,Brazil,250.0,BRA
Balances,2000,China,353.0,CHN
Balances,2000,European Union excluding the United Kingdom,100.0,GBR
Balances,2000,France,55.0,FRA
Balances,2000,Germany,398.0,DEU
Balances,2000,Hong Kong,-140.0,HKG
Balances,2000,India,106.0,IND
Balances,2000,Indonesia,123.0,IDN
Balances,2000,Italy,-264.0,ITA
Balances,2000,Japan,-176.0,JPN
Balances,2000,Mexico,-434.0,MEX
Balances,2000,Netherlands,-18.0,NLD
Balances,2000,Norway,-228.0,NOR
Balances,2000,Other European Union countries not elsewhere classified,0.0,Other European Union countries not elsewhere classified
Balances,2000,Other countries not elsewhere classified,485.0,Other countries not elsewhere classified
Balances,2000,Russian Federation,-83.0,RUS
Balances,2000,Saudi Arabia,-54.0,SAU
Balances,2000,Singapore,-154.0,SGP
Balances,2000,South Korea,343.0,South Korea
Balances,2000,Spain,-81.0,ESP
Balances,2000,Switzerland,-110.0,CHE
Balances,2000,Taiwan,328.0,TWN
Balances,2000,Total of all countries,-3871.0,Total of all countries
Balances,2000,Turkey,-10.0,TUR
Balances,2000,United Kingdom,-337.0,GBR
Balances,2000,United States,-4483.0,USA
Balances,2001,Australia,220.0,AUS
Balances,2001,Belgium,45.0,BEL
Balances,2001,Brazil,168.0,BRA
Balances,2001,China,331.0,CHN
Balances,2001,European Union excluding the United Kingdom,-994.0,GBR
Balances,2001,France,-613.0,FRA
Balances,2001,Germany,303.0,DEU
Balances,2001,Hong Kong,-141.0,HKG
Balances,2001,India,85.0,IND
Balances,2001,Indonesia,69.0,IDN
Balances,2001,Italy,-392.0,ITA
Balances,2001,Japan,-102.0,JPN
Balances,2001,Mexico,-364.0,MEX
Balances,2001,Netherlands,-95.0,NLD
Balances,2001,Norway,-281.0,NOR
Balances,2001,Other European Union countries not elsewhere classified,-79.0,Other European Union countries not elsewhere classified
Balances,2001,Other countries not elsewhere classified,69.0,Other countries not elsewhere classified
Balances,2001,Russian Federation,-104.0,RUS
Balances,2001,Saudi Arabia,-50.0,SAU
Balances,2001,Singapore,-417.0,SGP
Balances,2001,South Korea,576.0,South Korea
Balances,2001,Spain,-159.0,ESP
Balances,2001,Switzerland,-18.0,CHE
Balances,2001,Taiwan,226.0,TWN
Balances,2001,Total of all countries,-4423.0,Total of all countries
Balances,2001,Turkey,12.0,TUR
Balances,2001,United Kingdom,52.0,GBR
Balances,2001,United States,-3758.0,USA
Balances,2002,Australia,139.0,AUS
Balances,2002,Belgium,61.0,BEL
Balances,2002,Brazil,203.0,BRA
Balances,2002,China,181.0,CHN
Balances,2002,European Union excluding the United Kingdom,-1001.0,GBR
Balances,2002,France,-217.0,FRA
Balances,2002,Germany,153.0,DEU
Balances,2002,Hong Kong,-589.0,HKG
Balances,2002,India,100.0,IND
Balances,2002,Indonesia,90.0,IDN
Balances,2002,Italy,-232.0,ITA
Balances,2002,Japan,-1168.0,JPN
Balances,2002,Mexico,-45.0,MEX
Balances,2002,Netherlands,-207.0,NLD
Balances,2002,Norway,38.0,NOR
Balances,2002,Other European Union countries not elsewhere classified,-383.0,Other European Union countries not elsewhere classified
Balances,2002,Other countries not elsewhere classified,884.0,Other countries not elsewhere classified
Balances,2002,Russian Federation,-130.0,RUS
Balances,2002,Saudi Arabia,-68.0,SAU
Balances,2002,Singapore,-345.0,SGP
Balances,2002,South Korea,619.0,South Korea
Balances,2002,Spain,-178.0,ESP
Balances,2002,Switzerland,-31.0,CHE
Balances,2002,Taiwan,88.0,TWN
Balances,2002,Total of all countries,-3793.0,Total of all countries
Balances,2002,Turkey,48.0,TUR
Balances,2002,United Kingdom,426.0,GBR
Balances,2002,United States,-3233.0,USA
Balances,2003,Australia,405.0,AUS
Balances,2003,Belgium,70.0,BEL
Balances,2003,Brazil,192.0,BRA
Balances,2003,China,462.0,CHN
Balances,2003,European Union excluding the United Kingdom,-1078.0,GBR
Balances,2003,France,-123.0,FRA
Balances,2003,Germany,193.0,DEU
Balances,2003,Hong Kong,-463.0,HKG
Balances,2003,India,44.0,IND
Balances,2003,Indonesia,91.0,IDN
Balances,2003,Italy,-434.0,ITA
Balances,2003,Japan,-1380.0,JPN
Balances,2003,Mexico,-290.0,MEX
Balances,2003,Netherlands,-289.0,NLD
Balances,2003,Norway,-436.0,NOR
Balances,2003,Other European Union countries not elsewhere classified,-288.0,Other European Union countries not elsewhere classified
Balances,2003,Other countries not elsewhere classified,1022.0,Other countries not elsewhere classified
Balances,2003,Russian Federation,-114.0,RUS
Balances,2003,Saudi Arabia,-113.0,SAU
Balances,2003,Singapore,-650.0,SGP
Balances,2003,South Korea,564.0,South Korea
Balances,2003,Spain,-207.0,ESP
Balances,2003,Switzerland,-2.0,CHE
Balances,2003,Taiwan,81.0,TWN
Balances,2003,Total of all countries,-6723.0,Total of all countries
Balances,2003,Turkey,-9.0,TUR
Balances,2003,United Kingdom,-116.0,GBR
Balances,2003,United States,-4930.0,USA
Balances,2004,Australia,310.0,AUS
Balances,2004,Belgium,80.0,BEL
Balances,2004,Brazil,261.0,BRA
Balances,2004,China,582.0,CHN
Balances,2004,European Union excluding the United Kingdom,-1485.0,GBR
Balances,2004,France,-183.0,FRA
Balances,2004,Germany,89.0,DEU
Balances,2004,Hong Kong,-784.0,HKG
Balances,2004,India,69.0,IND
Balances,2004,Indonesia,139.0,IDN
Balances,2004,Italy,-291.0,ITA
Balances,2004,Japan,-1032.0,JPN
Balances,2004,Mexico,-273.0,MEX
Balances,2004,Netherlands,-428.0,NLD
Balances,2004,Norway,-253.0,NOR
Balances,2004,Other European Union countries not elsewhere classified,-561.0,Other European Union countries not elsewhere classified
Balances,2004,Other countries not elsewhere classified,1225.0,Other countries not elsewhere classified
Balances,2004,Russian Federation,-134.0,RUS
Balances,2004,Saudi Arabia,-112.0,SAU
Balances,2004,Singapore,-527.0,SGP
Balances,2004,South Korea,659.0,South Korea
Balances,2004,Spain,-191.0,ESP
Balances,2004,Switzerland,3.0,CHE
Balances,2004,Taiwan,130.0,TWN
Balances,2004,Total of all countries,-5372.0,Total of all countries
Balances,2004,Turkey,-6.0,TUR
Balances,2004,United Kingdom,50.0,GBR
Balances,2004,United States,-4190.0,USA
Balances,2005,Australia,195.0,AUS
Balances,2005,Belgium,15.0,BEL
Balances,2005,Brazil,172.0,BRA
Balances,2005,China,604.0,CHN
Balances,2005,European Union excluding the United Kingdom,-474.0,GBR
Balances,2005,France,-51.0,FRA
Balances,2005,Germany,431.0,DEU
Balances,2005,Hong Kong,-721.0,HKG
Balances,2005,India,65.0,IND
Balances,2005,Indonesia,100.0,IDN
Balances,2005,Italy,-533.0,ITA
Balances,2005,Japan,-766.0,JPN
Balances,2005,Mexico,-537.0,MEX
Balances,2005,Netherlands,-441.0,NLD
Balances,2005,Norway,-278.0,NOR
Balances,2005,Other European Union countries not elsewhere classified,239.0,Other European Union countries not elsewhere classified
Balances,2005,Other countries not elsewhere classified,361.0,Other countries not elsewhere classified
Balances,2005,Russian Federation,-242.0,RUS
Balances,2005,Saudi Arabia,-58.0,SAU
Balances,2005,Singapore,-575.0,SGP
Balances,2005,South Korea,681.0,South Korea
Balances,2005,Spain,-130.0,ESP
Balances,2005,Switzerland,-318.0,CHE
Balances,2005,Taiwan,20.0,TWN
Balances,2005,Total of all countries,-5384.0,Total of all countries
Balances,2005,Turkey,-22.0,TUR
Balances,2005,United Kingdom,483.0,GBR
Balances,2005,United States,-4075.0,USA
Balances,2006,Australia,114.0,AUS
Balances,2006,Belgium,127.0,BEL
Balances,2006,Brazil,243.0,BRA
Balances,2006,China,410.0,CHN
Balances,2006,European Union excluding the United Kingdom,-1199.0,GBR
Balances,2006,France,-167.0,FRA
Balances,2006,Germany,429.0,DEU
Balances,2006,Hong Kong,-832.0,HKG
Balances,2006,India,67.0,IND
Balances,2006,Indonesia,69.0,IDN
Balances,2006,Italy,-363.0,ITA
Balances,2006,Japan,-346.0,JPN
Balances,2006,Mexico,-333.0,MEX
Balances,2006,Netherlands,-446.0,NLD
Balances,2006,Norway,-231.0,NOR
Balances,2006,Other European Union countries not elsewhere classified,-680.0,Other European Union countries not elsewhere classified
Balances,2006,Other countries not elsewhere classified,1275.0,Other countries not elsewhere classified
Balances,2006,Russian Federation,-151.0,RUS
Balances,2006,Saudi Arabia,-27.0,SAU
Balances,2006,Singapore,-669.0,SGP
Balances,2006,South Korea,775.0,South Korea
Balances,2006,Spain,-100.0,ESP
Balances,2006,Switzerland,-175.0,CHE
Balances,2006,Taiwan,78.0,TWN
Balances,2006,Total of all countries,-6871.0,Total of all countries
Balances,2006,Turkey,-45.0,TUR
Balances,2006,United Kingdom,525.0,GBR
Balances,2006,United States,-6420.0,USA
Balances,2007,Australia,146.0,AUS
Balances,2007,Belgium,-81.0,BEL
Balances,2007,Brazil,245.0,BRA
Balances,2007,China,202.0,CHN
Balances,2007,European Union excluding the United Kingdom,-2539.0,GBR
Balances,2007,France,-720.0,FRA
Balances,2007,Germany,-372.0,DEU
Balances,2007,Hong Kong,-1471.0,HKG
Balances,2007,India,-61.0,IND
Balances,2007,Indonesia,50.0,IDN
Balances,2007,Italy,-499.0,ITA
Balances,2007,Japan,-470.0,JPN
Balances,2007,Mexico,-497.0,MEX
Balances,2007,Netherlands,-602.0,NLD
Balances,2007,Norway,-110.0,NOR
Balances,2007,Other European Union countries not elsewhere classified,-135.0,Other European Union countries not elsewhere classified
Balances,2007,Other countries not elsewhere classified,1569.0,Other countries not elsewhere classified
Balances,2007,Russian Federation,-182.0,RUS
Balances,2007,Saudi Arabia,25.0,SAU
Balances,2007,Singapore,-701.0,SGP
Balances,2007,South Korea,815.0,South Korea
Balances,2007,Spain,-132.0,ESP
Balances,2007,Switzerland,-122.0,CHE
Balances,2007,Taiwan,-58.0,TWN
Balances,2007,Total of all countries,-11841.0,Total of all countries
Balances,2007,Turkey,-37.0,TUR
Balances,2007,United Kingdom,-589.0,GBR
Balances,2007,United States,-8056.0,USA
Balances,2008,Australia,423.0,AUS
Balances,2008,Belgium,-131.0,BEL
Balances,2008,Brazil,264.0,BRA
Balances,2008,China,116.0,CHN
Balances,2008,European Union excluding the United Kingdom,-1767.0,GBR
Balances,2008,France,-458.0,FRA
Balances,2008,Germany,509.0,DEU
Balances,2008,Hong Kong,-1691.0,HKG
Balances,2008,India,-116.0,IND
Balances,2008,Indonesia,69.0,IDN
Balances,2008,Italy,-421.0,ITA
Balances,2008,Japan,-175.0,JPN
Balances,2008,Mexico,-636.0,MEX
Balances,2008,Netherlands,-623.0,NLD
Balances,2008,Norway,-323.0,NOR
Balances,2008,Other European Union countries not elsewhere classified,-480.0,Other European Union countries not elsewhere classified
Balances,2008,Other countries not elsewhere classified,466.0,Other countries not elsewhere classified
Balances,2008,Russian Federation,-259.0,RUS
Balances,2008,Saudi Arabia,-77.0,SAU
Balances,2008,Singapore,-737.0,SGP
Balances,2008,South Korea,733.0,South Korea
Balances,2008,Spain,-164.0,ESP
Balances,2008,Switzerland,-476.0,CHE
Balances,2008,Taiwan,-157.0,TWN
Balances,2008,Total of all countries,-14970.0,Total of all countries
Balances,2008,Turkey,-74.0,TUR
Balances,2008,United Kingdom,-414.0,GBR
Balances,2008,United States,-10137.0,USA
Balances,2009,Australia,423.0,AUS
Balances,2009,Belgium,75.0,BEL
Balances,2009,Brazil,310.0,BRA
Balances,2009,China,224.0,CHN
Balances,2009,European Union excluding the United Kingdom,-1589.0,GBR
Balances,2009,France,52.0,FRA
Balances,2009,Germany,314.0,DEU
Balances,2009,Hong Kong,-1774.0,HKG
Balances,2009,India,-31.0,IND
Balances,2009,Indonesia,44.0,IDN
Balances,2009,Italy,-386.0,ITA
Balances,2009,Japan,-183.0,JPN
Balances,2009,Mexico,-1098.0,MEX
Balances,2009,Netherlands,-341.0,NLD
Balances,2009,Norway,-30.0,NOR
Balances,2009,Other European Union countries not elsewhere classified,-1184.0,Other European Union countries not elsewhere classified
Balances,2009,Other countries not elsewhere classified,769.0,Other countries not elsewhere classified
Balances,2009,Russian Federation,-194.0,RUS
Balances,2009,Saudi Arabia,-32.0,SAU
Balances,2009,Singapore,-841.0,SGP
Balances,2009,South Korea,704.0,South Korea
Balances,2009,Spain,-118.0,ESP
Balances,2009,Switzerland,-227.0,CHE
Balances,2009,Taiwan,-115.0,TWN
Balances,2009,Total of all countries,-16451.0,Total of all countries
Balances,2009,Turkey,-23.0,TUR
Balances,2009,United Kingdom,-1155.0,GBR
Balances,2009,United States,-11632.0,USA
Balances,2010,Australia,449.0,AUS
Balances,2010,Belgium,213.0,BEL
Balances,2010,Brazil,181.0,BRA
Balances,2010,China,386.0,CHN
Balances,2010,European Union excluding the United Kingdom,-1704.0,GBR
Balances,2010,France,57.0,FRA
Balances,2010,Germany,-78.0,DEU
Balances,2010,Hong Kong,-2111.0,HKG
Balances,2010,India,-57.0,IND
Balances,2010,Indonesia,60.0,IDN
Balances,2010,Italy,-495.0,ITA
Balances,2010,Japan,-303.0,JPN
Balances,2010,Mexico,-1380.0,MEX
Balances,2010,Netherlands,-259.0,NLD
Balances,2010,Norway,-29.0,NOR
Balances,2010,Other European Union countries not elsewhere classified,-983.0,Other European Union countries not elsewhere classified
Balances,2010,Other countries not elsewhere classified,0.0,Other countries not elsewhere classified
Balances,2010,Russian Federation,-193.0,RUS
Balances,2010,Saudi Arabia,59.0,SAU
Balances,2010,Singapore,-997.0,SGP
Balances,2010,South Korea,728.0,South Korea
Balances,2010,Spain,-158.0,ESP
Balances,2010,Switzerland,-724.0,CHE
Balances,2010,Taiwan,-239.0,TWN
Balances,2010,Total of all countries,-22061.0,Total of all countries
Balances,2010,Turkey,-30.0,TUR
Balances,2010,United Kingdom,-896.0,GBR
Balances,2010,United States,-15261.0,USA
Balances,2011,Australia,556.0,AUS
Balances,2011,Belgium,82.0,BEL
Balances,2011,Brazil,206.0,BRA
Balances,2011,China,543.0,CHN
Balances,2011,European Union excluding the United Kingdom,-2322.0,GBR
Balances,2011,France,-70.0,FRA
Balances,2011,Germany,-269.0,DEU
Balances,2011,Hong Kong,-2307.0,HKG
Balances,2011,India,-144.0,IND
Balances,2011,Indonesia,46.0,IDN
Balances,2011,Italy,-476.0,ITA
Balances,2011,Japan,-135.0,JPN
Balances,2011,Mexico,-1432.0,MEX
Balances,2011,Netherlands,-85.0,NLD
Balances,2011,Norway,48.0,NOR
Balances,2011,Other European Union countries not elsewhere classified,-1357.0,Other European Union countries not elsewhere classified
Balances,2011,Other countries not elsewhere classified,-68.0,Other countries not elsewhere classified
Balances,2011,Russian Federation,-326.0,RUS
Balances,2011,Saudi Arabia,6.0,SAU
Balances,2011,Singapore,-996.0,SGP
Balances,2011,South Korea,693.0,South Korea
Balances,2011,Spain,-147.0,ESP
Balances,2011,Switzerland,171.0,CHE
Balances,2011,Taiwan,-184.0,TWN
Balances,2011,Total of all countries,-21451.0,Total of all countries
Balances,2011,Turkey,-24.0,TUR
Balances,2011,United Kingdom,-510.0,GBR
Balances,2011,United States,-15276.0,USA
Balances,2012,Australia,571.0,AUS
Balances,2012,Belgium,-13.0,BEL
Balances,2012,Brazil,332.0,BRA
Balances,2012,China,1163.0,CHN
Balances,2012,European Union excluding the United Kingdom,-3006.0,GBR
Balances,2012,France,-296.0,FRA
Balances,2012,Germany,-54.0,DEU
Balances,2012,Hong Kong,-2192.0,HKG
Balances,2012,India,85.0,IND
Balances,2012,Indonesia,68.0,IDN
Balances,2012,Italy,-455.0,ITA
Balances,2012,Japan,-358.0,JPN
Balances,2012,Mexico,-1381.0,MEX
Balances,2012,Netherlands,-629.0,NLD
Balances,2012,Norway,-15.0,NOR
Balances,2012,Other European Union countries not elsewhere classified,-1308.0,Other European Union countries not elsewhere classified
Balances,2012,Other countries not elsewhere classified,-1106.0,Other countries not elsewhere classified
Balances,2012,Russian Federation,-250.0,RUS
Balances,2012,Saudi Arabia,23.0,SAU
Balances,2012,Singapore,-913.0,SGP
Balances,2012,South Korea,751.0,South Korea
Balances,2012,Spain,-249.0,ESP
Balances,2012,Switzerland,449.0,CHE
Balances,2012,Taiwan,-204.0,TWN
Balances,2012,Total of all countries,-21993.0,Total of all countries
Balances,2012,Turkey,32.0,TUR
Balances,2012,United Kingdom,-1180.0,GBR
Balances,2012,United States,-14862.0,USA
Balances,2013,Australia,517.0,AUS
Balances,2013,Belgium,165.0,BEL
Balances,2013,Brazil,358.0,BRA
Balances,2013,China,1939.0,CHN
Balances,2013,European Union excluding the United Kingdom,-3038.0,GBR
Balances,2013,France,-121.0,FRA
Balances,2013,Germany,-122.0,DEU
Balances,2013,Hong Kong,-2443.0,HKG
Balances,2013,India,-62.0,IND
Balances,2013,Indonesia,65.0,IDN
Balances,2013,Italy,-523.0,ITA
Balances,2013,Japan,-372.0,JPN
Balances,2013,Mexico,-1621.0,MEX
Balances,2013,Netherlands,-735.0,NLD
Balances,2013,Norway,-37.0,NOR
Balances,2013,Other European Union countries not elsewhere classified,-1358.0,Other European Union countries not elsewhere classified
Balances,2013,Other countries not elsewhere classified,-2159.0,Other countries not elsewhere classified
Balances,2013,Russian Federation,-288.0,RUS
Balances,2013,Saudi Arabia,105.0,SAU
Balances,2013,Singapore,-998.0,SGP
Balances,2013,South Korea,711.0,South Korea
Balances,2013,Spain,-343.0,ESP
Balances,2013,Switzerland,904.0,CHE
Balances,2013,Taiwan,-135.0,TWN
Balances,2013,Total of all countries,-22570.0,Total of all countries
Balances,2013,Turkey,-14.0,TUR
Balances,2013,United Kingdom,-147.0,GBR
Balances,2013,United States,-15852.0,USA
Balances,2014,Australia,687.0,AUS
Balances,2014,Belgium,176.0,BEL
Balances,2014,Brazil,423.0,BRA
Balances,2014,China,2403.0,CHN
Balances,2014,European Union excluding the United Kingdom,-4742.0,GBR
Balances,2014,France,-186.0,FRA
Balances,2014,Germany,-371.0,DEU
Balances,2014,Hong Kong,-2674.0,HKG
Balances,2014,India,40.0,IND
Balances,2014,Indonesia,16.0,IDN
Balances,2014,Italy,-671.0,ITA
Balances,2014,Japan,-510.0,JPN
Balances,2014,Mexico,-1813.0,MEX
Balances,2014,Netherlands,-1270.0,NLD
Balances,2014,Norway,-278.0,NOR
Balances,2014,Other European Union countries not elsewhere classified,-2094.0,Other European Union countries not elsewhere classified
Balances,2014,Other countries not elsewhere classified,-2489.0,Other countries not elsewhere classified
Balances,2014,Russian Federation,-360.0,RUS
Balances,2014,Saudi Arabia,125.0,SAU
Balances,2014,Singapore,-1012.0,SGP
Balances,2014,South Korea,507.0,South Korea
Balances,2014,Spain,-325.0,ESP
Balances,2014,Switzerland,772.0,CHE
Balances,2014,Taiwan,-144.0,TWN
Balances,2014,Total of all countries,-23641.0,Total of all countries
Balances,2014,Turkey,-32.0,TUR
Balances,2014,United Kingdom,397.0,GBR
Balances,2014,United States,-14958.0,USA
Balances,2015,Australia,668.0,AUS
Balances,2015,Belgium,282.0,BEL
Balances,2015,Brazil,437.0,BRA
Balances,2015,China,2786.0,CHN
Balances,2015,European Union excluding the United Kingdom,-5074.0,GBR
Balances,2015,France,-202.0,FRA
Balances,2015,Germany,-615.0,DEU
Balances,2015,Hong Kong,-2854.0,HKG
Balances,2015,India,23.0,IND
Balances,2015,Indonesia,22.0,IDN
Balances,2015,Italy,-735.0,ITA
Balances,2015,Japan,-343.0,JPN
Balances,2015,Mexico,-2255.0,MEX
Balances,2015,Netherlands,-776.0,NLD
Balances,2015,Norway,-271.0,NOR
Balances,2015,Other European Union countries not elsewhere classified,-2756.0,Other European Union countries not elsewhere classified
Balances,2015,Other countries not elsewhere classified,-3085.0,Other countries not elsewhere classified
Balances,2015,Russian Federation,-412.0,RUS
Balances,2015,Saudi Arabia,129.0,SAU
Balances,2015,Singapore,-1226.0,SGP
